audio_id,title,language,category
67893eb413537f4d2049d800,The Rise of Ras Al Khaimah ｜ Business ｜ Sarthak Ahuja,English,Business
67893eb613537f4d2049d817,Wedding Card Scam in India ｜ Business ｜ Sarthak Ahuja,English,Business
67893eb713537f4d2049d82e,Who is funding Mukesh Ambani ｜ Business ｜ Sarthak Ahuja,English,Business
67893eba13537f4d2049d845,Zepto Founder's Father ｜ Business ｜ Sarthak Ahuja,English,Business
67893ebc13537f4d2049d85c,Zomato is Highly Overvalued ｜ Business ｜ Sarthak Ahuja,English,Business
6789858013537f4d2049d9e0,2025-26 Budget Prediction： Income Tax ते Health Insurance यंदाच्या Budget मधून कोणाला काय मिळणार ？,Marathi,Entertainment
6789858413537f4d2049d9f7,9 जानेवारीला Sharad Pawar आणि Ajit pawar एकत्र येणार की Jayant Patil भाजपात जाणार ？ काय घडू शकतं ？,Marathi,Entertainment
6789858913537f4d2049da0e,Adani Group ला अडचणीत आणणाऱ्या Nathan Anderson ने Hindenburg Research कंपनी का बंद केली #adanigroup,Marathi,Entertainment
6789858c13537f4d2049da25,"Allu Arjunचा Yevadu मुव्ही बघून नवऱ्याला मारण्याचा प्लॅन Mutton Soupने गूढ उलगडला, तेलंगनाची केस काय",Marathi,Entertainment
6789859013537f4d2049da3c,Amit Shah Shirdi Speech： शहांच्या पंचायत ते पार्लमेंट नाऱ्यामागे काय दडलंय？ BJP चा डाव धक्का देणार ？,Marathi,Entertainment
6789859413537f4d2049da53,"Amit Shah यांनी केलेल्या २ विधानांमुळे Nitish Kumar नाराज असल्याची चर्चा, NDA मधून बाहेर पडणार ？",Marathi,Entertainment
6789859813537f4d2049da6a,"Anjali Damania यांचे Dhananjay Munde यांच्यावर गंभीर आरोप, कोणकोणत्या नेत्यांवर दमानियांनी आरोप केले",Marathi,Entertainment
6789859c13537f4d2049da81,"Azerbaijan Plane Crash： रशियाला जाणाऱ्या विमानाचा Kazakhstan अपघात, क्रॅशमागे Russia चा हात ？",Marathi,Entertainment
678985a013537f4d2049da98,"BPSC Student Protests： विद्यार्थ्यांवर लाठीचार्ज, प्रशांत किशोरांवर गुन्हा, बिहारचं आंदोलन का पेटलं？",Marathi,Entertainment
678985a313537f4d2049daaf,Balasaheb Thackeray स्मारक अध्यक्षपदावरून Uddhav Thackeray यांची हकालपट्टी होणार ？ वाद का पेटला ？,Marathi,Entertainment
678985a913537f4d2049dac6,"Beed Crime News ： बीडमधल्या राखेला सोन्याची किंमत कशी आली, बीडच्या राख माफीयांची सगळी स्टोरी #Beed",Marathi,Entertainment
678985ad13537f4d2049dadd,Border Gavaskar Trophy 2003 मध्ये Australia विरुद्ध Sachin Tendulkar ने दाखवलेल्या शिस्तीची गोष्ट,Marathi,Entertainment
678985b013537f4d2049daf4,"Buldhana Takkal Virus： डोक्यात खाज येऊन तीन दिवसात पडतं टक्कल, बुलढाण्यात टक्कल व्हायरस आलाय ？",Marathi,Entertainment
678985b413537f4d2049db0b,CID Investigation On Walmik Karad： वाल्मीक कराडला अटक होणार की तो सरेंडर करणार ？ CID ला काय आढळलंय ？,Marathi,Entertainment
678985b713537f4d2049db22,"CPI(M) च्या Rijith Shankaran याची १९ वर्षांपूर्वी हत्या, RSS च्या ९ जणांना जन्मठेप, प्रकरण काय ？",Marathi,Entertainment
678985bb13537f4d2049db39,"Cabin Number 602 ： अजित पवार, फडणवीसांनी नाकारलेलं केबिन Shivendraraje bhosle यांना, काय आहे रहस्य",Marathi,Entertainment
678985be13537f4d2049db50,Chandu Chavan Protest： आधी भीक मागो ते आता कुटुंबासोबत आंदोलन जवान चंदू चव्हाण यांचा विषय नेमका काय？,Marathi,Entertainment
678985c113537f4d2049db67,"China HMPV Virus News： चीनच्या Wuhan मध्ये आलेल्या नवीन व्हायरसनं टेन्शन वाढवलं, HMPV Virus आहे काय？",Marathi,Entertainment
678985c413537f4d2049db7e,China New Dam On Brahmaputra： पाण्याच्या माध्यमातून भारतावर वर्चस्व मिळवण्याचा चीनचा डाव ？,Marathi,Entertainment
678985c813537f4d2049db95,"Devendra Fadnavis यांची भेट, सामनातून कौतुक, Uddhav Thackeray भाजपसोबत जायच्या तयारीत, कारणं काय ？",Marathi,Entertainment
678985cb13537f4d2049dbac,"Dhananjay Deshmukh Viral Video ： कराड आणि मुंडेंविरोधातली याचिका मागे, वकिलाला झापलं, काय घडलं ？",Marathi,Entertainment
678985d013537f4d2049dbc3,Dhananjay Munde आणि Walmik Karad यांची ओळख कशी झाली ？ वाल्मीक कराडचा इतिहास काय ？,Marathi,Entertainment
678985d313537f4d2049dbda,Dhananjay Munde यांच्यावर निशाणा की वेगळंच टार्गेट ？ Suresh Dhas यांनी उल्लेख केलेली मुन्नी कोण ？,Marathi,Entertainment
678985d613537f4d2049dbf1,"Dharashiv Girls BTS News： उमरग्याच्या 3 मुली, कोरीयन बॅंडचं प्रेम आणि अपहरण धाराशीवमध्ये काय घडलं ？",Marathi,Entertainment
678985da13537f4d2049dc08,First HMPV Case in India： बेंगळुरूमध्ये 2 लहान चिमुकल्यांना HMPV Virus ची लागण देशात पुन्हा लॉकडाउन？,Marathi,Entertainment
678985de13537f4d2049dc1f,"GST On Used Cars Explained ： Second Hand गाडी विकल्यावर आता 18% GST भरावा लागणार, सत्य काय ？#tax",Marathi,Entertainment
678985e113537f4d2049dc36,"Goa Tourism Decline： Year End ला गोव्यामध्ये गर्दी नसल्याचा दावा, हा चीनचा कट की गर्दी खरंच ओसरली ？",Marathi,Entertainment
678985e513537f4d2049dc4d,HMPV Cases In India： HMPV Virus पुढे जाऊन कोरोनासारखं रुप धारण करेल का ？ 7 प्रश्नांची सोपी उत्तरे,Marathi,Entertainment
678985e913537f4d2049dc64,Honda-Nissan Merger Explained： होंडा-नीसान दोन्ही कंपन्या एकत्र का येतायत Mergerने काय साध्य होणार？,Marathi,Entertainment
678985ec13537f4d2049dc7b,Hummer EV Car： US आर्मीची गाडी ते आता इलेक्ट्रिक SUV म्हणून भारतात Launch GM Hummer चा सगळा इतिहास,Marathi,Entertainment
678985ef13537f4d2049dc92,IND vs AUS Test आधी Gautam Gambhir चा प्लेअर्सला इशारा ？ Rohit Sharma चा राडा नेमका कुणाविरुद्ध ？,Marathi,Entertainment
678985f213537f4d2049dca9,"INDvsAUS Test Series मध्ये अपयशी ठरुनही कोहली, रोहितला संधी, मग Ajinkya Rahane टीमच्या बाहेर का ？",Marathi,Entertainment
678985f513537f4d2049dcc0,"INDvsAUS Test Series हारल्यानंतर Virat Kohli, Rohit Sharma की Gambhir, बाहेरचा रस्ता कुणाला दिसणार ？",Marathi,Entertainment
678985f913537f4d2049dcd7,Income Tax Slab Updates ： येत्या अर्थसंकल्पात 15 लाखांपर्यंत इन्कम टॅक्स न लावण्याचा निर्णय होणार ？,Marathi,Entertainment
678985fd13537f4d2049dcee,"Indian Land In China Map： चीनच्या नकाशात भारताची जमीन, भारताकडून फक्त निषेध, चीनचा प्लॅन काय ？",Marathi,Entertainment
6789860013537f4d2049dd05,"Jaisalmer Water Video： जैसलमेरच्या वाळवंटात पाण्याचे फव्वारे, पुर आला, नेमकं काय घडलं ？ #jaisalmer",Marathi,Entertainment
6789860313537f4d2049dd1c,"Jay Shah यांच्यानंतर Devajit Saikia सेक्रेटरी, BCCI चे नवे नियम Kohli, Gambhir चं टेन्शन वाढवणार ？",Marathi,Entertainment
6789860613537f4d2049dd33,"Jitendra Awhad यांचे आरोप, पोलिसांच्या गाडीतला व्हिडीओ, Walmik Karad च्या जवळचा गोट्या गीत्ते कोण ？",Marathi,Entertainment
6789860a13537f4d2049dd4a,"Kalyan Girl Case： १३ वर्षांच्या मुलीची हत्या मग बायकोच्या मदतीने विल्हेवाट,काय घडलं ？",Marathi,Entertainment
6789860e13537f4d2049dd61,"L&T Chairman Long Working Week： आठवड्याला 90 तास काम, Subrahmanyan यांचं वक्तव्य, वाद का होतोय ？",Marathi,Entertainment
6789861213537f4d2049dd78,"Ladki Bahin Yojana बद्दल Aditi Tatkare यांची माहिती, कोणत्या अर्जांची छाननी होणार, कोण अपात्र ठरणार？",Marathi,Entertainment
6789861713537f4d2049dd8f,Ladki Bahin Yojana： 60 लाख लाडक्या बहीणींचे अर्ज बाद होण्याच्या चर्चा महायुतीला लाडक्या बहिणी नकोशा？,Marathi,Entertainment
6789861a13537f4d2049dda6,Los Angeles Fire Update： लॉस एंजेलिसमध्ये लागलेल्या आगीमागचं कारण काय？ आता तिथे काय परिस्थिती आहे？,Marathi,Entertainment
6789861e13537f4d2049ddbd,"Los Angeles Fire： 6 दिवसानंतरही आग कायम, Canada, Mexico च्या मदतीनंतरही USA आग विझवण्यात अपयशी का ？",Marathi,Entertainment
6789862113537f4d2049ddd4,"Maha Kumbh Mela 2025： UP सरकारकडून जवळपास 7000 कोटींचं बजेट, कुंभमेळ्यात आर्थिक उलाढाल किती कोटींची？",Marathi,Entertainment
6789862613537f4d2049ddeb,Maharashtra New District： २६ जानेवारीला सरकार २१ नवीन जिल्ह्यांची निर्मिती करणार？ हे जिल्हे कोणते？,Marathi,Entertainment
6789862a13537f4d2049de02,Maharashtra Revenue वाढवण्यासाठी सरकार Liquor Tax वाढवणार ？ Ladki Bahin Yojana चं काय होणार ？,Marathi,Entertainment
6789862e13537f4d2049de19,"Manmohan Singh Death ：मुंडेंचा रोखलेला कॉंग्रेस प्रवेश ते अणुकराराची चाणक्यनिती, सिंग यांचे ५ किस्से",Marathi,Entertainment
6789863413537f4d2049de30,Manmohan Singh Death：माजी पंतप्रधान मनमोहन सिंग यांनी राबवलेली आर्थिक धोरणं ते त्यांची सगळी कारकीर्द,Marathi,Entertainment
6789863713537f4d2049de47,"Manmohan Singh यांच्या Funeral जागेवरून Congressची नाराजी, स्मारकाच्या जागेचा वाद, नेमका विषय काय？",Marathi,Entertainment
6789863a13537f4d2049de5e,Manoj Jarange Vs Dhananjay Munde ：संतोष देशमुख हत्येमुळं मराठा-ओबीसी संघर्षाचा तिसरा अंक सुरू ？,Marathi,Entertainment
6789863d13537f4d2049de75,"Nashik Accident Update： नाशिक अपघातात एक जण कसा वाचला, कोणावर कारवाई ？ टोल चुकवणं महागात पडलं ？",Marathi,Entertainment
6789863f13537f4d2049de8c,"Nashik Accident： चालत्या टेम्पोत डान्स मग शरीरात सळ्या घुसून 7 मृत्यू, नाशिकच्या अपघातात चूक कुणाची？",Marathi,Entertainment
6789864313537f4d2049dea3,"Nashik Ghost Viral Video： निफाडमध्ये रस्त्यावर दिसलेलं, तरुणाला मारहाण करणारं भूत नेमकं आलं कुठून ？",Marathi,Entertainment
6789864613537f4d2049deba,"Nashik Nanashi Hatyakand： मुलीच्या लग्नाचं कारण आणि शेजारी राहणाऱ्याची हत्या, ननाशीमधलं प्रकरण काय ？",Marathi,Entertainment
6789864a13537f4d2049ded1,"Nayana Pujari Case： ऑफीसमधल्या ड्रायव्हरवर विश्वास ठेवणं जिवावर बेतलं, नयना पुजारी केसची सगळी स्टोरी",Marathi,Entertainment
6789864e13537f4d2049dee8,"New Jersey Drone News： न्यू जर्सीच्या आकाशात एका रहस्यमय वस्तूची घिरकी, Drone की UFO विषय काय？",Marathi,Entertainment
6789865013537f4d2049deff,"New Rules From 1st January 2025： UPI पेमेंट, PF ते Share Market, आजपासून कोणत्या १० गोष्टी बदलणार ？",Marathi,Entertainment
6789865413537f4d2049df16,"New Zealand चा ओपनींग बॅट्समन ते कुणाच्याही लक्षात नसलेला प्लेयर, Jesse Ryder सोबत नक्की काय घडलं ？",Marathi,Entertainment
6789865813537f4d2049df2d,"Noel Tata यांचा निर्णय, TATA Digital, AIR India सारख्या कंपन्यांच्या कर्जाबद्दल केला बदल, कारणं काय？",Marathi,Entertainment
6789865c13537f4d2049df44,"Ohol Family Case： पैशांसाठी मामाचं आख्ख कुटुंब संपवलं, पुण्याला हादरवणाऱ्या ओहोळ हत्याकांडाची स्टोरी",Marathi,Entertainment
6789867113537f4d2049df5b,One To One ｜ Arvind Jagtap With Yajurvendra Mahajan ｜ अपंगांसाठी दीपस्तंभची स्थापना ते मनोबलचं काम,Marathi,Entertainment
6789867413537f4d2049df72,"Oyo Room Rule Change： Unmarried Couples च्या एंट्रीवर निर्बंध, ओयो रूमचे नियम बदलले, कारणं काय ？",Marathi,Entertainment
6789867713537f4d2049df89,Pankaja Munde On Santosh Deshmukh： पंकजांनी शांत राहत Dhananjay Munde यांचा गेम केला का ？ #BJP,Marathi,Entertainment
6789867b13537f4d2049dfa0,"Parli Sarpanch Accident： राखेच्या टिप्परनं उडवलं, Abhimanyu Kshirsagar यांचा मृत्यू,धसांचे आरोप काय？",Marathi,Entertainment
6789867f13537f4d2049dfb7,"Parli मध्ये वर्षभरात १०९ मृतदेह सापडल्याची बातमी, राजकारण ते गुन्हेगारी परळी केंद्रस्थानी कशामुळे ？",Marathi,Entertainment
6789868313537f4d2049dfce,"Pataudi Family： मुघल, ब्रिटिश कनेक्शन ते Bollywood मध्ये ताकद, Saif Ali Khan Family चा सगळा इतिहास",Marathi,Entertainment
6789868713537f4d2049dfe5,Prajakta Mali On Suresh Dhas ： धस आणि प्राजक्ता माळीचा वाद काय ？ Santosh Deshmukh केसला वेगळं वळण？,Marathi,Entertainment
6789868b13537f4d2049dffc,"Prayagraj Kumbh Mela： कुंभमेळ्यात दिसणारे नागा साधू कुठून येतात, जातात कुठे？नागा साधूंचं रहस्य काय？",Marathi,Entertainment
6789868e13537f4d2049e013,"Pune Rajgurunagar Crime： शेजाऱ्यानेच अतिप्रसंग करत दोघी बहिणींना संपवलं, राजगुरूनगरचं प्रकरण काय ？",Marathi,Entertainment
6789869113537f4d2049e02a,"RBI UPI Transactions： UPI पेमेंटसाठी Full KYC PPI वापरता येणार, PPI म्हणजे काय ？ फायदा होणार की तोटा",Marathi,Entertainment
6789869513537f4d2049e041,"Ravindra Chavan यांची भाजपच्या प्रदेश कार्यकारी अध्यक्षपदी निवड, BJP ला कसा होणार फायदा ？",Marathi,Entertainment
6789869813537f4d2049e058,Rohit Sharma Dropped： Sydney Test मधून रोहित बाहेर का ？ Gambhir मुळे रोहितचं Test Career संपलं का ？,Marathi,Entertainment
6789869c13537f4d2049e06f,"Saif Ali Khan Attack Updates： CCTVमध्ये 2 संशयित कैद, एकाचा फोटो समोर सैफच्या प्रकरणात अपडेट्स काय？",Marathi,Entertainment
6789869f13537f4d2049e086,Saif Ali Khan Attacked： Saif वरच्या हल्ल्यानंतर लगेच Lawrence Bishnoi Gang चं नाव चर्चेत का आलं ？,Marathi,Entertainment
678986a213537f4d2049e09d,"Saif Ali Khan Attacked： घरात घुसून चाकूने 6 वार, Saif Ali Khan वर झालेल्या हल्ल्याची A टू Z स्टोरी",Marathi,Entertainment
678986a513537f4d2049e0b4,Santosh Deshmukh Case मधल्या आरोपींवर MCOCA Act नुसार कारवाई ？ Walmik Karad ला कोणती शिक्षा होणार ？,Marathi,Entertainment
678986a913537f4d2049e0cb,"Santosh Deshmukh Case मधल्या सगळ्या ८ आरोपींवर मोक्का लागला, Walmik Karad वर MCOCA कधी लागणार ？",Marathi,Entertainment
678986ac13537f4d2049e0e2,Santosh Deshmukh Case मध्ये Walmik Karad ला जामीन मिळणार का ？ CID Custody नंतर कराडचं काय होणार ？,Marathi,Entertainment
678986b013537f4d2049e0f9,"Santosh Deshmukh Case मध्ये आरोपी पुण्यात लपले, दाऊदची टोळी ते वाल्मिकची कंपनी लपण्यासाठी पुणेच का ？",Marathi,Entertainment
678986b313537f4d2049e110,"Santosh Deshmukh Case मध्ये फेसबुक पोस्ट चर्चेत, Dhananjay Deshmukh यांचे आरोप, नवे खुलासे काय ？",Marathi,Entertainment
678986b613537f4d2049e12c,"Santosh Deshmukh Case： Pratik Ghule आणि Sudarshan Ghule नं देशमुखांना का मारलं, तपासात काय समोर आलं？",Marathi,Entertainment
678986ba13537f4d2049e15b,Santosh Deshmukh Case： Walmik Karad Surrender नंतर Dhananjay Munde सेफ झाल्याची चर्चा का होत आहे ？,Marathi,Entertainment
678986bd13537f4d2049e172,"Santosh Deshmukh Case： धस, आव्हाड यांची टीका, राज्यात मोर्चे, Dhananjay Munde राजीनामा देणार ？",Marathi,Entertainment
678986c113537f4d2049e189,"Santosh Deshmukh Case： मराठा समाजाचे मोर्चे, CID ॲक्शन मोडवर, संतोष देशमुख प्रकरणात काय पुढं आलं ？",Marathi,Entertainment
678986c413537f4d2049e1a0,"Santosh Deshmukh केसमध्ये Vishnu Chate हाच आका असल्याचा दावा, देशमुख प्रकरणात चाटेची भूमिका काय ？",Marathi,Entertainment
678986c713537f4d2049e1b7,"Santosh Deshmukh प्रकरणावरुन Suresh Dhas यांचे आरोप, Pankaja Munde यांची धसांवर टीका, राजकारण काय ？",Marathi,Entertainment
678986cb13537f4d2049e1ce,"Santosh Deshmukh यांची हत्या करणाऱ्याला फाशी द्या, मुंडेंची मागणी. Dhananjay Munde यांचा गेम होतोय ？",Marathi,Entertainment
678986cf13537f4d2049e1e5,"Santosh Deshmukh यांच्या पत्नीचे आरोप, Vishnu Chate चा खुलासा, Walmik Karad च्या अडचणी आणखी वाढणार ？",Marathi,Entertainment
678986d113537f4d2049e1fc,"Santosh Deshmukh यांच्या हत्येनंतर Sudarshan Ghule दोघांसोबत कसा पळाला, भिवंडी, गुजरात कनेक्शन काय ？",Marathi,Entertainment
678986d413537f4d2049e213,"Santosh Deshmukh हत्या प्रकरणात Walmik Karad वर Mocca, मोक्कांतर्गत कराडला कोणती शिक्षा होणार ？",Marathi,Entertainment
678986d813537f4d2049e22a,"Santosh Deshmukh हत्येचा मास्टरमाइंड Sudarshan Ghule, Sudhir Sangale यांना अटक, पोलिसांनी कसं पकडलं",Marathi,Entertainment
678986db13537f4d2049e241,"Santosh Deshmukh： बीडमध्ये कुणाचा आका कोण ？ Chate, Walmik Karad, Sudarshan Ghule गुंता नेमका कसा ？",Marathi,Entertainment
678986e013537f4d2049e258,"Sars, Bird Flu, Covid-19 ते आता HMPV यांसारखे सगळे विषाणू चायनातूनचं जगभरात कसे पसरतात कारणं काय ？",Marathi,Entertainment
678986e313537f4d2049e26f,"Satish Wagh Murder Case ： टिळेकरांच्या मामांचा बायकोनेचं खून घडवला, प्रेमप्रकरण आणि हत्या,काय घडलं",Marathi,Entertainment
678986e613537f4d2049e286,"Satish Wagh Murder Case： मोहिनी-अक्षयचे प्रेमसंबंध, पतीच्या खुनाचा प्लॅन पोलिसांनी केस कशी सोडवली？",Marathi,Entertainment
678986ea13537f4d2049e29d,Shah Bano Case： राजीव गांधींची भूमिका ते Congress वर मुस्लीमधार्जिणे आरोप शहाबानो केसची A टू Z Story,Marathi,Entertainment
678986ef13537f4d2049e2b4,Sharad pawar आणि Supriya Sule यांना सोडून 7 खासदारांना Ajit pawar यांनी ऑफर काय आणि का दिली ？,Marathi,Entertainment
678986f313537f4d2049e2cb,South Korea Plane Crash Updates： थायलंडहून आलेलं विमान धावपट्टीवरुन घसरून मोठा अपघात नक्की काय घडलं？,Marathi,Entertainment
678986f613537f4d2049e2e2,South Korea मधल्या The Brother's Home मुळे Squid Gameची idea आली ？ Squid Gameची खरी स्टोरी काय आहे ？,Marathi,Entertainment
678986f913537f4d2049e2f9,"Sudarshan Ghule History： 10 वर्षांपासून गुन्हेगारी, राजकीय ताकद ते नेपाळ कनेक्शन, घुलेचा इतिहास काय？",Marathi,Entertainment
678986fd13537f4d2049e310,Sudarshan Ghule ला पोलिस कोठडी आणि Vishnu Chate च्या कबुलीमुळं Walmik Karad च्या अडचणी वाढणार ？,Marathi,Entertainment
6789870013537f4d2049e327,"Sudarshan Ghule, Sudhir Sangale, Siddharth Sonawane तिघांना 14 दिवसांची कोठडी, न्यायालयात काय घडलं ？",Marathi,Entertainment
6789870413537f4d2049e33e,"Suresh Dhas यांचे Nitin Bikkad वर आरोप, तर धस आणि Nilesh Ghaiwal संबंधांची चर्चा, कनेक्शन काय ？",Marathi,Entertainment
6789870713537f4d2049e355,Suresh Dhas यांनी पत्रकार परिषदेत नाव घेतलेले Baban Gitte आहेत कोण ？ त्यांचं प्रकरण काय ？,Marathi,Entertainment
6789870b13537f4d2049e36c,"Syed Mushtaq Ali साठी फिट तरीही Border Gavaskar Trophy साठी बाहेर, Mohammad Shami वर अन्याय कशामुळे？",Marathi,Entertainment
6789870e13537f4d2049e383,"TRAI Mobile Recharge： रिचार्ज स्वस्त होणार, Feature Phone वाल्यांसाठी New Plans, TRAIचे  नियम काय ？",Marathi,Entertainment
6789871113537f4d2049e39a,Three Kings Chapel Goa： गोव्यातल्या हॉरर जागांपैकी एक असलेल्या थ्री किंग्स चॅपेलची स्टोरी नक्की काय？,Marathi,Entertainment
6789871413537f4d2049e3b1,"Tirupati Temple Stampede： दर्शनासाठी टोकन घेताना ६ भाविकांचा मृत्यु, तिरूपतीत चेंगराचेंगरी कशी झाली？",Marathi,Entertainment
6789871813537f4d2049e3c8,"Titu Singh Truth： मारेकऱ्यांचा बदला घेण्यासाठी पुनर्जन्म, UP मधल्या Titu Singh चं प्रकरण काय ？",Marathi,Entertainment
6789871c13537f4d2049e3df,"Uddhav Thackeray MVA Exit ： ठाकरेंचा स्थानिक स्वराज्य संस्थेत स्वबळाचा निर्णय, MVA सोडण्याामागे BJP？",Marathi,Entertainment
6789871f13537f4d2049e3f6,"Vishnu Chate ला न्यायालयीन कोठडी, धमकीचं कॉल रेकॉर्डिंग, Santosh Deshmukh प्रकरणात पुढं काय झालं ？",Marathi,Entertainment
6789872413537f4d2049e40d,Vivek Oberoi's ₹1200 crore wealth： बॉलीवूडमध्ये अपयश तरी विवेक ओबेरॉय हजार कोटींचा मालक कसा ？,Marathi,Entertainment
6789872813537f4d2049e424,"Walmik Karad Arrest News： कराडच्या बायकोची, बॉडीगार्डची CID कडून चौकशी, वाल्मिक कराड लवकरचं सापडणार？",Marathi,Entertainment
6789872c13537f4d2049e43b,"Walmik Karad Beed： संतोष देशमुख हत्याप्रकरणातील आरोपी वाल्मिक कराडला पकडण्यात अपयश, कराड आहे कुठं ？",Marathi,Entertainment
6789872f13537f4d2049e452,"Walmik Karad Jail ： जेलमध्ये कराडसाठी पलंग आणल्याची चर्चा, ऑक्सिजनही लावला. CID चौकशीत काय पुढे आलं",Marathi,Entertainment
6789873213537f4d2049e469,Walmik Karad Mocca： कराडच्या अडचणी वाढवणारा मोक्का Gopinath Munde यांनी महाराष्ट्रात कसा लागू केला ？,Marathi,Entertainment
6789873713537f4d2049e480,"Walmik Karad Surrender पण त्याच्यावर फक्त खंडणीचा गुन्हा, हत्येचा गुन्हा होणार ？ पुढे काय होणार ？",Marathi,Entertainment
6789873a13537f4d2049e497,"Walmik Karad Surrender ： वाल्मिक कराड CID ला कसा शरण आला, पुण्यात नक्की काय घडलं ？ #dhananjaymunde",Marathi,Entertainment
6789873e13537f4d2049e4ae,Walmik Karad Surrender： वाल्मिक कराडच्या सरेंडरचं प्लॅनिंग आधीचं झालेलं？ मुंडे-फडणवीस भेटीचा संबंध？,Marathi,Entertainment
6789874113537f4d2049e4c5,Walmik Karad Surrender： संतोष देशमुख हत्या ते वाल्मिक कराडचं सरेंडर मागच्या 22 दिवसांची सगळी स्टोरी,Marathi,Entertainment
